,Season,Round,HomeTeam,AwayTeam
5462,2016-2017,13,Desp. Chaves,Moreirense
5463,2016-2017,13,Boavista,V. Guimarães
5464,2016-2017,13,Feirense,FC Porto
5465,2016-2017,13,Nacional,Tondela
5466,2016-2017,13,Benfica,Sporting
5467,2016-2017,13,Sp. Braga,Paços Ferreira
5468,2016-2017,13,Arouca,Rio Ave
5469,2016-2017,14,Paços Ferreira,Belenenses
5470,2016-2017,14,Moreirense,Arouca
5471,2016-2017,14,Estoril,Benfica
5472,2016-2017,14,Rio Ave,Nacional
5473,2016-2017,14,Tondela,Boavista
5474,2016-2017,14,V. Guimarães,V. Setúbal
5475,2016-2017,14,Sporting,Sp. Braga
5476,2016-2017,14,Marítimo,Feirense
5477,2016-2017,14,FC Porto,Desp. Chaves
5478,2016-2017,15,FC Porto,Marítimo
5479,2016-2017,15,Benfica,Rio Ave
5480,2016-2017,15,Nacional,Boavista
5481,2016-2017,15,Sp. Braga,Moreirense
5482,2016-2017,15,Feirense,Paços Ferreira
5483,2016-2017,15,Belenenses,Sporting
5484,2016-2017,15,Desp. Chaves,Estoril
5485,2016-2017,15,V. Setúbal,Tondela
5486,2016-2017,15,Arouca,V. Guimarães
5487,2016-2017,16,Nacional,Sp. Braga
5488,2016-2017,16,Estoril,Marítimo
5489,2016-2017,16,V. Guimarães,Benfica
5490,2016-2017,16,Paços Ferreira,FC Porto
5491,2016-2017,16,Rio Ave,Desp. Chaves
5492,2016-2017,16,Tondela,Arouca
5493,2016-2017,16,Boavista,V. Setúbal
5494,2016-2017,16,Sporting,Feirense
5495,2016-2017,16,Moreirense,Belenenses
5496,2016-2017,17,Arouca,Estoril
5497,2016-2017,17,Benfica,Boavista
5498,2016-2017,17,V. Setúbal,Nacional
5499,2016-2017,17,Desp. Chaves,Sporting
5500,2016-2017,17,Feirense,V. Guimarães
5501,2016-2017,17,Marítimo,Paços Ferreira
5502,2016-2017,17,FC Porto,Moreirense
5503,2016-2017,17,Belenenses,Rio Ave
5504,2016-2017,17,Sp. Braga,Tondela
5505,2016-2017,18,Paços Ferreira,Moreirense
5506,2016-2017,18,FC Porto,Rio Ave
5507,2016-2017,18,Marítimo,Sporting
5508,2016-2017,18,Arouca,Boavista
5509,2016-2017,18,Benfica,Tondela
5510,2016-2017,18,Feirense,Estoril
5511,2016-2017,18,Belenenses,V. Setúbal
5512,2016-2017,18,Sp. Braga,V. Guimarães
5513,2016-2017,18,Desp. Chaves,Nacional
5514,2016-2017,19,Boavista,Belenenses
5515,2016-2017,19,Tondela,Desp. Chaves
5516,2016-2017,19,V. Guimarães,Marítimo
5517,2016-2017,19,Nacional,Arouca
5518,2016-2017,19,Estoril,FC Porto
5519,2016-2017,19,Sporting,Paços Ferreira
5520,2016-2017,19,V. Setúbal,Benfica
5521,2016-2017,19,Moreirense,Feirense
5522,2016-2017,19,Rio Ave,Sp. Braga
5523,2016-2017,20,Paços Ferreira,V. Guimarães
5524,2016-2017,20,Desp. Chaves,Boavista
5525,2016-2017,20,FC Porto,Sporting
5526,2016-2017,20,Arouca,V. Setúbal
5527,2016-2017,20,Benfica,Nacional
5528,2016-2017,20,Belenenses,Tondela
5529,2016-2017,20,Marítimo,Moreirense
5530,2016-2017,20,Feirense,Rio Ave
5531,2016-2017,20,Sp. Braga,Estoril
5532,2016-2017,21,Benfica,Arouca
5533,2016-2017,21,Tondela,Feirense
5534,2016-2017,21,V. Setúbal,Desp. Chaves
5535,2016-2017,21,Estoril,Paços Ferreira
5536,2016-2017,21,V. Guimarães,FC Porto
5537,2016-2017,21,Nacional,Belenenses
5538,2016-2017,21,Moreirense,Sporting
5539,2016-2017,21,Boavista,Sp. Braga
5540,2016-2017,21,Rio Ave,Marítimo
5541,2016-2017,22,FC Porto,Tondela
5542,2016-2017,22,Desp. Chaves,Arouca
5543,2016-2017,22,Moreirense,Estoril
5544,2016-2017,22,Feirense,Boavista
5545,2016-2017,22,Sporting,Rio Ave
5546,2016-2017,22,Paços Ferreira,V. Setúbal
5547,2016-2017,22,Belenenses,V. Guimarães
5548,2016-2017,22,Sp. Braga,Benfica
5549,2016-2017,22,Marítimo,Nacional
5550,2016-2017,23,V. Guimarães,Moreirense
5551,2016-2017,23,Benfica,Desp. Chaves
5552,2016-2017,23,Tondela,Marítimo
5553,2016-2017,23,Estoril,Sporting
5554,2016-2017,23,Rio Ave,Paços Ferreira
5555,2016-2017,23,Nacional,Feirense
5556,2016-2017,23,V. Setúbal,Sp. Braga
5557,2016-2017,23,Boavista,FC Porto
5558,2016-2017,23,Arouca,Belenenses
5559,2016-2017,24,Moreirense,Boavista
5560,2016-2017,24,Sp. Braga,Arouca
5561,2016-2017,24,FC Porto,Nacional
5562,2016-2017,24,Feirense,Benfica
5563,2016-2017,24,Paços Ferreira,Tondela
5564,2016-2017,24,Marítimo,V. Setúbal
5565,2016-2017,24,Belenenses,Desp. Chaves
5566,2016-2017,24,Sporting,V. Guimarães
5567,2016-2017,24,Estoril,Rio Ave
5568,2016-2017,25,Arouca,FC Porto
5569,2016-2017,25,V. Setúbal,Feirense
5570,2016-2017,25,Desp. Chaves,Sp. Braga
5571,2016-2017,25,Tondela,Sporting
5572,2016-2017,25,Boavista,Marítimo
5573,2016-2017,25,Rio Ave,Moreirense
5574,2016-2017,25,V. Guimarães,Estoril
5575,2016-2017,25,Nacional,Paços Ferreira
5576,2016-2017,25,Benfica,Belenenses
5577,2016-2017,26,Estoril,Boavista
5578,2016-2017,26,Moreirense,Tondela
5579,2016-2017,26,Belenenses,Sp. Braga
5580,2016-2017,26,Sporting,Nacional
5581,2016-2017,26,Paços Ferreira,Benfica
5582,2016-2017,26,Marítimo,Arouca
5583,2016-2017,26,Feirense,Desp. Chaves
5584,2016-2017,26,FC Porto,V. Setúbal
5585,2016-2017,26,V. Guimarães,Rio Ave
5586,2016-2017,27,Desp. Chaves,Paços Ferreira
5587,2016-2017,27,Nacional,V. Guimarães
5588,2016-2017,27,Tondela,Estoril
5589,2016-2017,27,Boavista,Rio Ave
5590,2016-2017,27,Benfica,FC Porto
5591,2016-2017,27,Belenenses,Feirense
5592,2016-2017,27,V. Setúbal,Moreirense
5593,2016-2017,27,Arouca,Sporting
5594,2016-2017,27,Sp. Braga,Marítimo
5595,2016-2017,28,Feirense,Sp. Braga
5596,2016-2017,28,Paços Ferreira,Arouca
5597,2016-2017,28,FC Porto,Belenenses
5598,2016-2017,28,Sporting,Boavista
5599,2016-2017,28,Estoril,Nacional
5600,2016-2017,28,Rio Ave,V. Setúbal
5601,2016-2017,28,V. Guimarães,Tondela
5602,2016-2017,28,Moreirense,Benfica
5603,2016-2017,28,Marítimo,Desp. Chaves
5604,2016-2017,29,Belenenses,Estoril
5605,2016-2017,29,Boavista,Paços Ferreira
5606,2016-2017,29,Benfica,Marítimo
5607,2016-2017,29,V. Setúbal,Sporting
5608,2016-2017,29,Desp. Chaves,V. Guimarães
5609,2016-2017,29,Arouca,Feirense
5610,2016-2017,29,Tondela,Rio Ave
5611,2016-2017,29,Sp. Braga,FC Porto
5612,2016-2017,29,Nacional,Moreirense
5613,2016-2017,30,Rio Ave,Arouca
5614,2016-2017,30,Tondela,Nacional
5615,2016-2017,30,Marítimo,Belenenses
5616,2016-2017,30,Estoril,V. Setúbal
5617,2016-2017,30,Sporting,Benfica
5618,2016-2017,30,Paços Ferreira,Sp. Braga
5619,2016-2017,30,V. Guimarães,Boavista
5620,2016-2017,30,FC Porto,Feirense
5621,2016-2017,30,Moreirense,Desp. Chaves
5622,2016-2017,31,V. Setúbal,V. Guimarães
5623,2016-2017,31,Nacional,Rio Ave
5624,2016-2017,31,Boavista,Tondela
5625,2016-2017,31,Benfica,Estoril
5626,2016-2017,31,Desp. Chaves,FC Porto
5627,2016-2017,31,Feirense,Marítimo
5628,2016-2017,31,Arouca,Moreirense
5629,2016-2017,31,Sp. Braga,Sporting
5630,2016-2017,31,Belenenses,Paços Ferreira
5631,2016-2017,32,Moreirense,Sp. Braga
5632,2016-2017,32,Boavista,Nacional
5633,2016-2017,32,Paços Ferreira,Feirense
5634,2016-2017,32,Marítimo,FC Porto
5635,2016-2017,32,Sporting,Belenenses
5636,2016-2017,32,Tondela,V. Setúbal
5637,2016-2017,32,V. Guimarães,Arouca
5638,2016-2017,32,Rio Ave,Benfica
5639,2016-2017,32,Estoril,Desp. Chaves
5640,2016-2017,33,Belenenses,Moreirense
5641,2016-2017,33,Arouca,Tondela
5642,2016-2017,33,Benfica,V. Guimarães
5643,2016-2017,33,Feirense,Sporting
5644,2016-2017,33,Desp. Chaves,Rio Ave
5645,2016-2017,33,Marítimo,Estoril
5646,2016-2017,33,FC Porto,Paços Ferreira
5647,2016-2017,33,Sp. Braga,Nacional
5648,2016-2017,33,V. Setúbal,Boavista
5649,2016-2017,34,Paços Ferreira,Marítimo
5650,2016-2017,34,Rio Ave,Belenenses
5651,2016-2017,34,Nacional,V. Setúbal
5652,2016-2017,34,V. Guimarães,Feirense
5653,2016-2017,34,Boavista,Benfica
5654,2016-2017,34,Tondela,Sp. Braga
5655,2016-2017,34,Estoril,Arouca
5656,2016-2017,34,Moreirense,FC Porto
5657,2016-2017,34,Sporting,Desp. Chaves
5658,2017-2018,1,Desp. Aves,Sporting
5659,2017-2018,1,V. Setúbal,Moreirense
5660,2017-2018,1,Portimonense,Boavista
5661,2017-2018,1,Feirense,Tondela
5662,2017-2018,1,Rio Ave,Belenenses
5663,2017-2018,1,Marítimo,Paços Ferreira
5664,2017-2018,1,FC Porto,Estoril
5665,2017-2018,1,Benfica,Sp. Braga
5666,2017-2018,1,V. Guimarães,Desp. Chaves
5667,2017-2018,2,Sporting,V. Setúbal
5668,2017-2018,2,Moreirense,Feirense
5669,2017-2018,2,Belenenses,Marítimo
5670,2017-2018,2,Boavista,Rio Ave
5671,2017-2018,2,Paços Ferreira,Desp. Aves
5672,2017-2018,2,Sp. Braga,Portimonense
5673,2017-2018,2,Tondela,FC Porto
5674,2017-2018,2,Estoril,V. Guimarães
5675,2017-2018,2,Desp. Chaves,Benfica
5676,2017-2018,3,Rio Ave,Portimonense
5677,2017-2018,3,Tondela,Estoril
5678,2017-2018,3,V. Guimarães,Sporting
5679,2017-2018,3,Benfica,Belenenses
5680,2017-2018,3,V. Setúbal,Desp. Chaves
5681,2017-2018,3,FC Porto,Moreirense
5682,2017-2018,3,Desp. Aves,Sp. Braga
5683,2017-2018,3,Marítimo,Boavista
5684,2017-2018,3,Feirense,Paços Ferreira
5685,2017-2018,4,Belenenses,V. Setúbal
5686,2017-2018,4,Paços Ferreira,V. Guimarães
5687,2017-2018,4,Moreirense,Tondela
5688,2017-2018,4,Desp. Chaves,Feirense
5689,2017-2018,4,Rio Ave,Benfica
5690,2017-2018,4,Boavista,Desp. Aves
5691,2017-2018,4,Sporting,Estoril
5692,2017-2018,4,Sp. Braga,FC Porto
5693,2017-2018,4,Portimonense,Marítimo
5694,2017-2018,5,Feirense,Sporting
5695,2017-2018,5,Benfica,Portimonense
5696,2017-2018,5,Tondela,Paços Ferreira
5697,2017-2018,5,Marítimo,Rio Ave
5698,2017-2018,5,FC Porto,Desp. Chaves
5699,2017-2018,5,V. Setúbal,Sp. Braga
5700,2017-2018,5,V. Guimarães,Boavista
5701,2017-2018,5,Estoril,Moreirense
5702,2017-2018,5,Desp. Aves,Belenenses
5703,2017-2018,6,Paços Ferreira,V. Setúbal
5704,2017-2018,6,Marítimo,Desp. Aves
5705,2017-2018,6,Boavista,Benfica
5706,2017-2018,6,Sporting,Tondela
5707,2017-2018,6,Belenenses,Estoril
5708,2017-2018,6,Rio Ave,FC Porto
5709,2017-2018,6,Sp. Braga,V. Guimarães
5710,2017-2018,6,Portimonense,Feirense
5711,2017-2018,6,Desp. Chaves,Moreirense
5712,2017-2018,7,FC Porto,Portimonense
5713,2017-2018,7,Estoril,Desp. Chaves
5714,2017-2018,7,Moreirense,Sporting
5715,2017-2018,7,Benfica,Paços Ferreira
5716,2017-2018,7,Feirense,Belenenses
5717,2017-2018,7,V. Guimarães,Marítimo
5718,2017-2018,7,Tondela,Sp. Braga
5719,2017-2018,7,Desp. Aves,Rio Ave
5720,2017-2018,7,V. Setúbal,Boavista
5721,2017-2018,8,Desp. Chaves,Tondela
5722,2017-2018,8,Portimonense,Desp. Aves
5723,2017-2018,8,Paços Ferreira,Moreirense
5724,2017-2018,8,Boavista,Feirense
5725,2017-2018,8,Rio Ave,V. Setúbal
5726,2017-2018,8,Sp. Braga,Estoril
5727,2017-2018,8,Sporting,FC Porto
5728,2017-2018,8,Belenenses,V. Guimarães
5729,2017-2018,8,Marítimo,Benfica
5730,2017-2018,9,Estoril,Boavista
5731,2017-2018,9,Feirense,Rio Ave
5732,2017-2018,9,V. Setúbal,Marítimo
5733,2017-2018,9,FC Porto,Paços Ferreira
5734,2017-2018,9,Tondela,Belenenses
5735,2017-2018,9,Desp. Aves,Benfica
5736,2017-2018,9,Sporting,Desp. Chaves
5737,2017-2018,9,Moreirense,Sp. Braga
5738,2017-2018,9,V. Guimarães,Portimonense
5739,2017-2018,10,Benfica,Feirense
5740,2017-2018,10,Rio Ave,Sporting
5741,2017-2018,10,Marítimo,Tondela
5742,2017-2018,10,Belenenses,Moreirense
5743,2017-2018,10,Boavista,FC Porto
5744,2017-2018,10,Sp. Braga,Desp. Chaves
5745,2017-2018,10,Paços Ferreira,Estoril
5746,2017-2018,10,Desp. Aves,V. Guimarães
5747,2017-2018,10,Portimonense,V. Setúbal
5748,2017-2018,11,V. Setúbal,Desp. Aves
5749,2017-2018,11,Tondela,Boavista
5750,2017-2018,11,Moreirense,Portimonense
5751,2017-2018,11,Estoril,Rio Ave
5752,2017-2018,11,FC Porto,Belenenses
5753,2017-2018,11,Desp. Chaves,Paços Ferreira
5754,2017-2018,11,Feirense,Marítimo
5755,2017-2018,11,V. Guimarães,Benfica
5756,2017-2018,11,Sporting,Sp. Braga
5757,2017-2018,12,Belenenses,Desp. Chaves
5758,2017-2018,12,Portimonense,Tondela
5759,2017-2018,12,Boavista,Moreirense
5760,2017-2018,12,Desp. Aves,FC Porto
5761,2017-2018,12,Marítimo,Estoril
5762,2017-2018,12,Paços Ferreira,Sporting
5763,2017-2018,12,Benfica,V. Setúbal
5764,2017-2018,12,Sp. Braga,Feirense
5765,2017-2018,12,Rio Ave,V. Guimarães
5766,2017-2018,13,Sporting,Belenenses
5767,2017-2018,13,FC Porto,Benfica
5768,2017-2018,13,Moreirense,Marítimo
5769,2017-2018,13,Tondela,Rio Ave
5770,2017-2018,13,Desp. Chaves,Boavista
5771,2017-2018,13,Feirense,Desp. Aves
5772,2017-2018,13,Sp. Braga,Paços Ferreira
5773,2017-2018,13,V. Setúbal,V. Guimarães
5774,2017-2018,13,Estoril,Portimonense
5775,2017-2018,14,Rio Ave,Moreirense
5776,2017-2018,14,Desp. Aves,Tondela
5777,2017-2018,14,Benfica,Estoril
5778,2017-2018,14,Boavista,Sporting
5779,2017-2018,14,Portimonense,Desp. Chaves
5780,2017-2018,14,Belenenses,Paços Ferreira
5781,2017-2018,14,V. Setúbal,FC Porto
5782,2017-2018,14,V. Guimarães,Feirense
5783,2017-2018,14,Marítimo,Sp. Braga
5784,2017-2018,15,Paços Ferreira,Boavista
5785,2017-2018,15,Estoril,Desp. Aves
5786,2017-2018,15,Sp. Braga,Belenenses
5787,2017-2018,15,Desp. Chaves,Rio Ave
5788,2017-2018,15,Feirense,V. Setúbal
5789,2017-2018,15,Sporting,Portimonense
5790,2017-2018,15,Tondela,Benfica
5791,2017-2018,15,Moreirense,V. Guimarães
5792,2017-2018,15,FC Porto,Marítimo
5793,2017-2018,16,V. Guimarães,Tondela
5794,2017-2018,16,Desp. Aves,Moreirense
5795,2017-2018,16,Marítimo,Desp. Chaves
5796,2017-2018,16,Boavista,Sp. Braga
5797,2017-2018,16,Rio Ave,Paços Ferreira
5798,2017-2018,16,Feirense,FC Porto
5799,2017-2018,16,Benfica,Sporting
5800,2017-2018,16,V. Setúbal,Estoril
5801,2017-2018,16,Portimonense,Belenenses
5802,2017-2018,17,Sp. Braga,Rio Ave
5803,2017-2018,17,Desp. Chaves,Desp. Aves
5804,2017-2018,17,Moreirense,Benfica
5805,2017-2018,17,Sporting,Marítimo
5806,2017-2018,17,FC Porto,V. Guimarães
5807,2017-2018,17,Paços Ferreira,Portimonense
5808,2017-2018,17,Estoril,Feirense
5809,2017-2018,17,Tondela,V. Setúbal
5810,2017-2018,17,Belenenses,Boavista
5811,2017-2018,18,Desp. Chaves,V. Guimarães
5812,2017-2018,18,Paços Ferreira,Marítimo
5813,2017-2018,18,Sp. Braga,Benfica
5814,2017-2018,18,Tondela,Feirense
5815,2017-2018,18,Boavista,Portimonense
5816,2017-2018,18,Belenenses,Rio Ave
5817,2017-2018,18,Sporting,Desp. Aves
5818,2017-2018,18,Moreirense,V. Setúbal
5819,2017-2018,18,Estoril,FC Porto
5820,2017-2018,19,V. Setúbal,Sporting
5821,2017-2018,19,FC Porto,Tondela
5822,2017-2018,19,Marítimo,Belenenses
5823,2017-2018,19,Benfica,Desp. Chaves
5824,2017-2018,19,Portimonense,Sp. Braga
5825,2017-2018,19,Desp. Aves,Paços Ferreira
5826,2017-2018,19,Feirense,Moreirense
5827,2017-2018,19,Rio Ave,Boavista
5828,2017-2018,19,V. Guimarães,Estoril
5829,2017-2018,20,Portimonense,Rio Ave
5830,2017-2018,20,Paços Ferreira,Feirense
5831,2017-2018,20,Belenenses,Benfica
5832,2017-2018,20,Estoril,Tondela
5833,2017-2018,20,Sp. Braga,Desp. Aves
5834,2017-2018,20,Moreirense,FC Porto
5835,2017-2018,20,Boavista,Marítimo
5836,2017-2018,20,Desp. Chaves,V. Setúbal
5837,2017-2018,20,Sporting,V. Guimarães
5838,2017-2018,21,Benfica,Rio Ave
5839,2017-2018,21,FC Porto,Sp. Braga
5840,2017-2018,21,Tondela,Moreirense
5841,2017-2018,21,Feirense,Desp. Chaves
5842,2017-2018,21,Estoril,Sporting
5843,2017-2018,21,V. Guimarães,Paços Ferreira
5844,2017-2018,21,Marítimo,Portimonense
5845,2017-2018,21,V. Setúbal,Belenenses
5846,2017-2018,21,Desp. Aves,Boavista
5847,2017-2018,22,Paços Ferreira,Tondela
5848,2017-2018,22,Rio Ave,Marítimo
5849,2017-2018,22,Sp. Braga,V. Setúbal
5850,2017-2018,22,Portimonense,Benfica
5851,2017-2018,22,Belenenses,Desp. Aves
5852,2017-2018,22,Desp. Chaves,FC Porto
5853,2017-2018,22,Sporting,Feirense
5854,2017-2018,22,Boavista,V. Guimarães
5855,2017-2018,22,Moreirense,Estoril
5856,2017-2018,23,Feirense,Portimonense
5857,2017-2018,23,Desp. Aves,Marítimo
5858,2017-2018,23,Benfica,Boavista
5859,2017-2018,23,Estoril,Belenenses
5860,2017-2018,23,Moreirense,Desp. Chaves
5861,2017-2018,23,V. Setúbal,Paços Ferreira
5862,2017-2018,23,FC Porto,Rio Ave
5863,2017-2018,23,V. Guimarães,Sp. Braga
5864,2017-2018,23,Tondela,Sporting
5865,2017-2018,24,Rio Ave,Desp. Aves
5866,2017-2018,24,Belenenses,Feirense
5867,2017-2018,24,Marítimo,V. Guimarães
5868,2017-2018,24,Paços Ferreira,Benfica
5869,2017-2018,24,Desp. Chaves,Estoril
5870,2017-2018,24,Boavista,V. Setúbal
5871,2017-2018,24,Portimonense,FC Porto
5872,2017-2018,24,Sp. Braga,Tondela
5873,2017-2018,24,Sporting,Moreirense
5874,2017-2018,25,FC Porto,Sporting
5875,2017-2018,25,Feirense,Boavista
5876,2017-2018,25,Benfica,Marítimo
5877,2017-2018,25,Estoril,Sp. Braga
5878,2017-2018,25,Tondela,Desp. Chaves
5879,2017-2018,25,Moreirense,Paços Ferreira
5880,2017-2018,25,V. Setúbal,Rio Ave
5881,2017-2018,25,V. Guimarães,Belenenses
5882,2017-2018,25,Desp. Aves,Portimonense
5883,2017-2018,26,Sp. Braga,Moreirense
5884,2017-2018,26,Rio Ave,Feirense
5885,2017-2018,26,Benfica,Desp. Aves
5886,2017-2018,26,Boavista,Estoril
5887,2017-2018,26,Portimonense,V. Guimarães
5888,2017-2018,26,Marítimo,V. Setúbal
5889,2017-2018,26,Belenenses,Tondela
5890,2017-2018,26,Paços Ferreira,FC Porto
5891,2017-2018,26,Desp. Chaves,Sporting
5892,2017-2018,27,V. Setúbal,Portimonense
5893,2017-2018,27,Estoril,Paços Ferreira
5894,2017-2018,27,Tondela,Marítimo
5895,2017-2018,27,Feirense,Benfica
5896,2017-2018,27,FC Porto,Boavista
5897,2017-2018,27,V. Guimarães,Desp. Aves
5898,2017-2018,27,Moreirense,Belenenses
5899,2017-2018,27,Desp. Chaves,Sp. Braga
5900,2017-2018,27,Sporting,Rio Ave
5901,2017-2018,28,Desp. Aves,V. Setúbal
5902,2017-2018,28,Marítimo,Feirense
5903,2017-2018,28,Rio Ave,Estoril
5904,2017-2018,28,Boavista,Tondela
5905,2017-2018,28,Portimonense,Moreirense
5906,2017-2018,28,Paços Ferreira,Desp. Chaves
5907,2017-2018,28,Benfica,V. Guimarães
5908,2017-2018,28,Sp. Braga,Sporting
5909,2017-2018,28,Belenenses,FC Porto
5910,2017-2018,29,V. Guimarães,Rio Ave
5911,2017-2018,29,Tondela,Portimonense
5912,2017-2018,29,Estoril,Marítimo
5913,2017-2018,29,Feirense,Sp. Braga
5914,2017-2018,29,V. Setúbal,Benfica
5915,2017-2018,29,Desp. Chaves,Belenenses
5916,2017-2018,29,FC Porto,Desp. Aves
5917,2017-2018,29,Sporting,Paços Ferreira
5918,2017-2018,29,Moreirense,Boavista
5919,2017-2018,30,Paços Ferreira,Sp. Braga
5920,2017-2018,30,Desp. Aves,Feirense
5921,2017-2018,30,Portimonense,Estoril
5922,2017-2018,30,Boavista,Desp. Chaves
5923,2017-2018,30,V. Guimarães,V. Setúbal
5924,2017-2018,30,Marítimo,Moreirense
5925,2017-2018,30,Benfica,FC Porto
5926,2017-2018,30,Belenenses,Sporting
5927,2017-2018,30,Rio Ave,Tondela
5928,2017-2018,31,Sp. Braga,Marítimo
5929,2017-2018,31,Paços Ferreira,Belenenses
5930,2017-2018,31,Feirense,V. Guimarães
5931,2017-2018,31,Estoril,Benfica
5932,2017-2018,31,Tondela,Desp. Aves
5933,2017-2018,31,Desp. Chaves,Portimonense
5934,2017-2018,31,Moreirense,Rio Ave
5935,2017-2018,31,Sporting,Boavista
5936,2017-2018,31,FC Porto,V. Setúbal
5937,2017-2018,32,V. Guimarães,Moreirense
5938,2017-2018,32,V. Setúbal,Feirense
5939,2017-2018,32,Benfica,Tondela
5940,2017-2018,32,Portimonense,Sporting
5941,2017-2018,32,Boavista,Paços Ferreira
5942,2017-2018,32,Rio Ave,Desp. Chaves
5943,2017-2018,32,Marítimo,FC Porto
5944,2017-2018,32,Belenenses,Sp. Braga
5945,2017-2018,32,Desp. Aves,Estoril
5946,2017-2018,33,Sp. Braga,Boavista
5947,2017-2018,33,Belenenses,Portimonense
5948,2017-2018,33,Tondela,V. Guimarães
5949,2017-2018,33,Sporting,Benfica
5950,2017-2018,33,Moreirense,Desp. Aves
5951,2017-2018,33,Estoril,V. Setúbal
5952,2017-2018,33,Desp. Chaves,Marítimo
5953,2017-2018,33,FC Porto,Feirense
5954,2017-2018,33,Paços Ferreira,Rio Ave
5955,2017-2018,34,Desp. Aves,Desp. Chaves
5956,2017-2018,34,V. Guimarães,FC Porto
5957,2017-2018,34,Boavista,Belenenses
5958,2017-2018,34,Benfica,Moreirense
5959,2017-2018,34,Marítimo,Sporting
5960,2017-2018,34,Feirense,Estoril
5961,2017-2018,34,V. Setúbal,Tondela
5962,2017-2018,34,Portimonense,Paços Ferreira
5963,2017-2018,34,Rio Ave,Sp. Braga
5964,2018-2019,1,Benfica,V. Guimarães
5965,2018-2019,1,V. Setúbal,Desp. Aves
5966,2018-2019,1,Tondela,B SAD
5967,2018-2019,1,FC Porto,Desp. Chaves
5968,2018-2019,1,Feirense,Rio Ave
5969,2018-2019,1,Marítimo,Santa Clara
5970,2018-2019,1,Moreirense,Sporting
5971,2018-2019,1,Sp. Braga,Nacional
5972,2018-2019,1,Portimonense,Boavista
5973,2018-2019,2,Desp. Aves,Tondela
5974,2018-2019,2,Desp. Chaves,Portimonense
5975,2018-2019,2,Boavista,Benfica
5976,2018-2019,2,Sporting,V. Setúbal
5977,2018-2019,2,Rio Ave,Marítimo
5978,2018-2019,2,Nacional,Moreirense
5979,2018-2019,2,B SAD,FC Porto
5980,2018-2019,2,Santa Clara,Sp. Braga
5981,2018-2019,2,V. Guimarães,Feirense
5982,2018-2019,3,Marítimo,Desp. Chaves
5983,2018-2019,3,Portimonense,Santa Clara
5984,2018-2019,3,Benfica,Sporting
5985,2018-2019,3,FC Porto,V. Guimarães
5986,2018-2019,3,Feirense,Boavista
5987,2018-2019,3,V. Setúbal,Nacional
5988,2018-2019,3,Tondela,Rio Ave
5989,2018-2019,3,Sp. Braga,Desp. Aves
5990,2018-2019,3,Moreirense,B SAD
5991,2018-2019,4,Desp. Chaves,Sp. Braga
5992,2018-2019,4,V. Guimarães,Tondela
5993,2018-2019,4,B SAD,V. Setúbal
5994,2018-2019,4,Santa Clara,Boavista
5995,2018-2019,4,Sporting,Feirense
5996,2018-2019,4,Desp. Aves,Marítimo
5997,2018-2019,4,Rio Ave,Portimonense
5998,2018-2019,4,Nacional,Benfica
5999,2018-2019,4,FC Porto,Moreirense
6000,2018-2019,5,Boavista,Desp. Chaves
6001,2018-2019,5,Santa Clara,Rio Ave
6002,2018-2019,5,Marítimo,B SAD
6003,2018-2019,5,V. Setúbal,FC Porto
6004,2018-2019,5,Tondela,Moreirense
6005,2018-2019,5,Feirense,Nacional
6006,2018-2019,5,Benfica,Desp. Aves
6007,2018-2019,5,Portimonense,V. Guimarães
6008,2018-2019,5,Sp. Braga,Sporting
6009,2018-2019,6,Desp. Chaves,Benfica
6010,2018-2019,6,FC Porto,Tondela
6011,2018-2019,6,Moreirense,Feirense
6012,2018-2019,6,Rio Ave,Boavista
6013,2018-2019,6,Sporting,Marítimo
6014,2018-2019,6,Nacional,Santa Clara
6015,2018-2019,6,V. Guimarães,V. Setúbal
6016,2018-2019,6,B SAD,Sp. Braga
6017,2018-2019,6,Desp. Aves,Portimonense
6018,2018-2019,7,Tondela,Nacional
6019,2018-2019,7,Santa Clara,Desp. Chaves
6020,2018-2019,7,Feirense,B SAD
6021,2018-2019,7,V. Setúbal,Moreirense
6022,2018-2019,7,Marítimo,V. Guimarães
6023,2018-2019,7,Sp. Braga,Rio Ave
6024,2018-2019,7,Boavista,Desp. Aves
6025,2018-2019,7,Benfica,FC Porto
6026,2018-2019,7,Portimonense,Sporting
6027,2018-2019,8,Nacional,Portimonense
6028,2018-2019,8,V. Guimarães,Sp. Braga
6029,2018-2019,8,Desp. Aves,Santa Clara
6030,2018-2019,8,Rio Ave,Desp. Chaves
6031,2018-2019,8,B SAD,Benfica
6032,2018-2019,8,Moreirense,Marítimo
6033,2018-2019,8,Tondela,V. Setúbal
6034,2018-2019,8,FC Porto,Feirense
6035,2018-2019,8,Sporting,Boavista
6036,2018-2019,9,Benfica,Moreirense
6037,2018-2019,9,Portimonense,B SAD
6038,2018-2019,9,Marítimo,FC Porto
6039,2018-2019,9,Boavista,V. Guimarães
6040,2018-2019,9,Feirense,Tondela
6041,2018-2019,9,Santa Clara,Sporting
6042,2018-2019,9,Sp. Braga,V. Setúbal
6043,2018-2019,9,Rio Ave,Nacional
6044,2018-2019,9,Desp. Chaves,Desp. Aves
6045,2018-2019,10,Moreirense,Portimonense
6046,2018-2019,10,V. Setúbal,Feirense
6047,2018-2019,10,B SAD,Boavista
6048,2018-2019,10,Desp. Aves,Rio Ave
